role,name,poli,State,twitterName,name,userNumber,followers,,,Important Comments,,
representative,Rep. James Clyburn,D,SC-6,@Clyburn,Clyburn,188019606,57803,,,,,
representative,Rep. Tom Rice,R,SC-7,@RepTomRice,RepTomRice,1058345042,15069,,,,,
representative,Rep. Kristi Noem,R,SD-0,@RepKristiNoem,RepKristiNoem,235251868,27578,,,,,
representative,Rep. David Roe,R,TN-1,@DrPhilRoe,DrPhilRoe,52503751,16382,,,,,
representative,Rep. John Duncan,R,TN-2,@RepJohnDuncanJr,RepJohnDuncanJr,1883356866,5869,,,,,
representative,Rep. Charles Fleischmann,R,TN-3,@RepChuck,RepChuck,235190657,13892,,,,,
representative,Rep. Scott DesJarlais,R,TN-4,@DesJarlaisTN04,DesJarlaisTN04,235312723,15690,,,,,
representative,Rep. Jim Cooper,D,TN-5,@RepJimCooper,repjimcooper,22523087,22032,,,,,
representative,Rep. Diane Black,R,TN-6,@RepDianeBlack,RepDianeBlack,110545675,29109,,,,,
representative,Rep. Marsha Blackburn,R,TN-7,@MarshaBlackburn,MarshaBlackburn,278145569,59386,,,,,
representative,Rep. David Kustoff,R,TN-8,@repdavidkustoff,RepDavidKustoff,8.16012E+17,6344,,,,,
representative,Rep. Steve Cohen,D,TN-9,@RepCohen,RepCohen,162069635,50108,,,,,
representative,Rep. Louie Gohmert,R,TX-1,@RepLouieGohmert,replouiegohmert,22055226,152304,,,,,
representative,Rep. Ted Poe,R,TX-2,@JudgeTedPoe,JudgeTedPoe,74198348,33131,,,,,
representative,Rep. Sam Johnson,R,TX-3,@SamsPressShop,SamsPressShop,249288197,10859,,,,,
representative,Rep. John Ratcliffe,R,TX-4,@RepRatcliffe,RepRatcliffe,2847221717,25805,,,,,
representative,Rep. Jeb Hensarling,R,TX-5,@RepHensarling,RepHensarling,18566912,25868,,,,,
representative,Rep. Joe Barton,R,TX-6,@RepJoeBarton,RepJoeBarton,19929362,27023,,,,,
representative,Rep. John Culberson,R,TX-7,@CongCulberson,CongCulberson,24183358,16064,,,,,
representative,Rep. Kevin Brady,R,TX-8,@RepKevinBrady,RepKevinBrady,19926675,38669,,,,,
representative,Rep. Al Green,D,TX-9,@RepAlGreen,RepAlGreen,156333623,49523,,,,,
representative,Rep. Michael McCaul,R,TX-10,@RepMcCaul,RepMcCaul,26424123,27041,,,,,
representative,Rep. K. Conaway,R,TX-11,@ConawayTX11,ConawayTX11,295685416,14913,,,,,
representative,Rep. Kay Granger,R,TX-12,@RepKayGranger,RepKayGranger,161743731,19003,,,,,
representative,Rep. Mac Thornberry,R,TX-13,@MacTXPress,MacTXPress,377534571,13781,,,,,
representative,Rep. Randy Weber,R,TX-14,@TXRandy14,TXRandy14,1058051748,14028,,,,,
representative,Rep. Vicente Gonzalez,D,TX-15,@RepGonzalez,RepGonzalez,8.18536E+17,3178,,,,,
representative,Rep. Beto O’Rourke,D,TX-16,@RepBetoORourke,RepBetoORourke,1134292500,155089,,,,,
representative,Rep. Bill Flores,R,TX-17,@RepBillFlores,RepBillFlores,237312687,18241,,,,,
representative,Rep. Sheila Jackson Lee,D,TX-18,@JacksonLeeTX18,JacksonLeeTX18,80612021,59525,,,,,
representative,Rep. Jodey Arrington,R,TX-19,@RepArrington,RepArrington,8.16285E+17,5249,,,,,
representative,Rep. Joaquin Castro,D,TX-20,@JoaquinCastrotx,JoaquinCastrotx,231510077,118858,,,,,
representative,Rep. Lamar Smith,R,TX-21,@LamarSmithTX21,LamarSmithTX21,15856366,27206,,,,,
representative,Rep. Pete Olson,R,TX-22,@RepPeteOlson,RepPeteOlson,20053279,8915,,,,,
representative,Rep. Will Hurd,R,TX-23,@hurdonthehill,HurdOnTheHill,2963445730,31518,,,,,
representative,Rep. Kenny Marchant,R,TX-24,@RepKenMarchant,RepKenMarchant,23976316,24632,,,,,
representative,Rep. Roger Williams,R,TX-25,@RepRWilliams,RepRWilliams,1077446982,9997,,,,,
representative,Rep. Michael Burgess,R,TX-26,@MichaelCBurgess,michaelcburgess,15751083,27067,,,,,
representative,Rep. Michael Cloud,R,TX-27,@MichaelJCloud,MichaelJCloud,23725826,918,,,,,
representative,Rep. Henry Cuellar,D,TX-28,@RepCuellar,RepCuellar,210926192,21405,,,,,
representative,Rep. Gene Green,D,TX-29,@RepGeneGreen,RepGeneGreen,111635527,17891,,,,,
representative,Rep. Eddie Johnson,D,TX-30,@RepEBJ,RepEBJ,168502762,30699,,,,,
representative,Rep. John Carter,R,TX-31,@JudgeCarter,JudgeCarter,18030431,14448,,,,,
representative,Rep. Pete Sessions,R,TX-32,@PeteSessions,PeteSessions,24735461,31684,,,,,
representative,Rep. Marc Veasey,D,TX-33,@RepVeasey,RepVeasey,1074129612,18900,,,,,
representative,Rep. Filemon Vela,D,TX-34,@RepFilemonVela,RepFilemonVela,1083448909,13105,,,,,
representative,Rep. Lloyd Doggett,D,TX-35,@RepLloydDoggett,RepLloydDoggett,153944899,29848,,,,,
representative,Rep. Brian Babin,R,TX-36,@RepBrianBabin,RepBrianBabin,2929491549,10556,,,,,
representative,Rep. Rob Bishop,R,UT-1,@RepRobBishop,RepRobBishop,148006729,3372,,,,,
representative,Rep. Chris Stewart,R,UT-2,@RepChrisStewart,RepChrisStewart,1072008757,17918,,,,,
representative,Rep. Jason Chaffetz,R,UT-3,@JasonInTheHouse,jasoninthehouse,17800215,441563,,,,,
representative,Rep. Mia Love,R,UT-4,@repmialove,RepMiaLove,2976598347,36442,,,,,
representative,Rep. Robert Wittman,R,VA-1,@RobWittman,RobWittman,15356407,25780,,,,,
representative,Rep. Scott Taylor,R,VA-2,@housegop,HouseGOP,15207668,591877,,,,,
representative,Rep. Robert Scott,D,VA-3,@RepBobbyScott,repbobbyscott,7.85625E+17,253,,,,,
representative,Rep. Donald Mceachin,R,VA-4,@RepMcEachin,RepMcEachin,8.16181E+17,5690,,,,,
representative,Rep. Thomas Garrett,R,VA-5,@Rep_Tom_Garrett,Rep_Tom_Garrett,8.88423E+17,67,,,,,
representative,Rep. Bob Goodlatte,R,VA-6,@RepGoodlatte,RepGoodlatte,37920978,89373,,,,,
representative,Rep. David Brat,R,VA-7,@RepDaveBrat,RepDaveBrat,2560169238,16245,,,,,
representative,Rep. Donald Beyer,D,VA-8,@repdonbeyer,RepDonBeyer,2962868158,63126,,,,,
representative,Rep. H. Morgan Griffith,R,VA-9,@RepMGriffith,RepMGriffith,234057152,24949,,,,,
representative,Rep. Barbara Comstock,R,VA-10,@RepComstock,RepComstock,2933760046,16710,,,,,
representative,Rep. Gerald Connolly,D,VA-11,@GerryConnolly,GerryConnolly,78445977,44379,,,,,
representative,Rep. Peter Welch,D,VT-0,@PeterWelch,PeterWelch,1410590874,14638,,,,,
representative,Rep. Suzan DelBene,D,WA-1,@RepDelBene,RepDelBene,995193054,23559,,,,,
representative,Rep. Rick Larsen,D,WA-2,@RepRickLarsen,RepRickLarsen,404132211,17145,,,,,
representative,Rep. Jaime Herrera Beutler,R,WA-3,@HerreraBeutler,HerreraBeutler,242926427,18395,,,,,
representative,Rep. Dan Newhouse,R,WA-4,@RepNewhouse,RepNewhouse,2930635215,10218,,,,,
representative,Rep. Cathy McMorris Rodgers,R,WA-5,@CathyMcMorris,cathymcmorris,17976923,46291,,,,,
representative,Rep. Derek Kilmer,D,WA-6,@RepDerekKilmer,RepDerekKilmer,1058917562,23501,,,,,
representative,Rep. Pramila Jayapal,D,WA-7,@RepJayapal,RepJayapal,8.15733E+17,65623,,,,,
representative,Rep. David Reichert,R,WA-8,@DaveReichert,davereichert,16102244,20849,,,,,
representative,Rep. Adam Smith,D,WA-9,@RepAdamSmith,RepAdamSmith,58928690,28271,,,,,
representative,Rep. Denny Heck,D,WA-10,@RepDennyHeck,RepDennyHeck,1068499286,21680,,,,,
representative,Rep. Paul Ryan,R,WI-1,@SpeakerRyan,SpeakerRyan,18916432,3637730,,,,,
representative,Rep. Mark Pocan,D,WI-2,@RepMarkPocan,repmarkpocan,1206227149,75763,,,,,
representative,Rep. Ron Kind,D,WI-3,@RepRonKind,RepRonKind,112740986,13302,,,,,
representative,Rep. Gwen Moore,D,WI-4,@RepGwenMoore,RepGwenMoore,22669526,31038,,,,,
representative,Rep. James Sensenbrenner Jr.,R,WI-5,@JimPressOffice,JimPressOffice,851621377,6766,,,,,
representative,Rep. Glenn Grothman,R,WI-6,@RepGrothman,RepGrothman,2976606250,5256,,,,,
representative,Rep. Sean Duffy,R,WI-7,@RepSeanDuffy,RepSeanDuffy,234022257,33952,,,,,
representative,Rep. Mike Gallagher,R,WI-8,@RepGallagher,RepGallagher,8.15967E+17,10016,,,,,
representative,Rep. David McKinley,R,WV-1,@RepMcKinley,RepMcKinley,240427862,28899,,,,,
representative,Rep. Alex Mooney,R,WV-2,@RepAlexMooney,RepAlexMooney,2964526557,7281,,,,,
representative,Rep. Evan Jenkins,R,WV-3,@RepEvanJenkins,RepEvanJenkins,2953713339,7767,,,,,
representative,Rep. Liz Chaney,R,WY-0,@RepLizCheney,RepLizCheney,8.1672E+17,6159,,,,,
senator,"Shelby, Richard",R,Alabama,@SenShelby,SenShelby,21111098,71107,,,,,
senator,"Jomes, Doug",D,Alabama,@SenDougJones,SenDougJones,9.4108E+17,13693,,,,,
senator,"Murkowski, Lisa",R,Alaska,@lisamurkowski,lisamurkowski,18061669,184719,,,,,
senator,"Sullivan, Dan",R,Alaska,@SenDanSullivan,SenDanSullivan,2891210047,28717,,,,,
senator,"McCain, John",R,Arizona,@SenJohnMcCain,SenJohnMcCain,19394188,3234973,,,,,
senator,"Flake, Jeff",R,Arizona,@JeffFlake,JeffFlake,16056306,593840,,,,,
senator,"Cotton, Tom",R,Arkansas,@SenTomCotton,SenTomCotton,968650362,127620,,,,,
senator,"Boozman, John",R,Arkansas,@JohnBoozman,JohnBoozman,5558312,67561,,,,,
senator,"Feinstein, Dianne",D,California,@SenFeinstein,SenFeinstein,476256944,1170459,,,,,
senator,"Harris, Kamala",D,California,@SenKamalaHarris,SenKamalaHarris,8.03694E+17,444747,,,,,
senator,"Bennet, Michael",D,Colorado,@SenBennetCO,SenBennetCO,224285242,206457,,,,,
senator,"Gardner, Cory",R,Colorado,@SenCoryGardner,SenCoryGardner,235217558,98751,,,,,
senator,"Murphy, Christopher",D,Connecticut,@ChrisMurphyCT,ChrisMurphyCT,150078976,708834,,,,,
senator,"Blumenthal, Richard",D,Connecticut,@SenBlumenthal,SenBlumenthal,278124059,487664,,,,,
senator,"Carper, Tom",D,Delaware,@SenatorCarper,SenatorCarper,249787913,84957,,,,,
senator,"Coons, Chris",D,Delaware,@ChrisCoons,ChrisCoons,15324851,96390,,,,,
senator,"Nelson, Bill",D,Florida,@SenBillNelson,SenBillNelson,20597460,349206,,,,,
senator,"Rubio, Marco",R,Florida,@marcorubio,marcorubio,15745368,3622431,,,,,
senator,"Perdue, David",R,Georgia,@SenDavidPerdue,sendavidperdue,2863210809,51492,,,,,
senator,"Isakson, Johnny",R,Georgia,@SenatorIsakson,SenatorIsakson,78403308,57192,,,,,
senator,"Schatz, Brian",D,Hawaii,@brianschatz,brianschatz,47747074,136702,,,,,
senator,"Hirono, Mazie",D,Hawaii,@maziehirono,maziehirono,92186819,232155,,,,,
senator,"Crapo, Mike",R,Idaho,@MikeCrapo,MikeCrapo,600463589,65814,,,,,
senator,"Risch, Jim",R,Idaho,@SenatorRisch,SenatorRisch,1096059529,61549,,,,,
senator,"Duckworth, Tammy",D,Illinois,@SenDuckworth,SenDuckworth,1058520120,492615,,,,,
senator,"Durbin, Dick",D,Illinois,@SenatorDurbin,SenatorDurbin,247334603,546026,,,,,
senator,"Donnelly, Joe",D,Indiana,@SenDonnelly,SenDonnelly,216503958,101802,,,,,
senator,"Young, Todd",R,Indiana,@SenToddYoung,SenToddYoung,234128524,36512,,,,,
senator,"Grassley, Chuck",R,Iowa,@ChuckGrassley,ChuckGrassley,10615232,225061,,,,,
senator,"Ernst, Joni",R,Iowa,@joniernst,joniernst,1383059977,35731,,,,,
senator,"Roberts, Pat",R,Kansas,@SenPatRoberts,SenPatRoberts,75364211,58666,,,,,
senator,"Moran, Jerry",R,Kansas,@JerryMoran,JerryMoran,18632666,81129,,,,,
senator,"McConnell, Mitch",R,Kentucky,@SenateMajLdr,SenateMajLdr,1249982359,592626,,,,,
senator,"Paul, Rand",R,Kentucky,@RandPaul,RandPaul,216881337,2364648,,,,,
senator,"Cassidy, Bill",R,Louisiana,@BillCassidy,BillCassidy,55677432,35803,,,,,
senator,"Kennedy, John",R,Louisiana,@SenJohnKennedy,SenJohnKennedy,8.16683E+17,20427,,,,,
senator,"King, Angus",Independent,Maine,@SenAngusKing,SenAngusKing,1068481578,194341,,,,,
senator,"Collins, Susan",R,Maine,@SenatorCollins,SenatorCollins,19726613,384791,,,,,
senator,"Van Hollen, Chris",D,Maryland,@ChrisVanHollen,ChrisVanHollen,18137749,134753,,,,,
senator,"Cardin, Ben",D,Maryland,@SenatorCardin,SenatorCardin,109071031,236915,,,,,
senator,"Markey, Ed",D,Massachusetts,@senmarkey,SenMarkey,21406834,137060,,,,,
senator,"Warren, Elizabeth",D,Massachusetts,@SenWarren,SenWarren,970207298,4570975,,,,,
senator,"Peters, Gary",D,Michigan,@SenGaryPeters,SenGaryPeters,236511574,108610,,,,,
senator,"Stabenow, Debbie",D,Michigan,@SenStabenow,SenStabenow,76456274,90366,,,,,
senator,"Klobuchar, Amy",D,Minnesota,@amyklobuchar,amyklobuchar,33537967,429601,,,,,
senator,"Smith, Tina",D,Minnesota,@SenTinaSmith,SenTinaSmith,9.41001E+17,30097,,,,,
senator,Cindy Hyde-Smith,R,Mississippi,@cindyhydesmith,cindyhydesmith,262192574,8002,,,,,
senator,"Wicker, Roger",R,Mississippi,@SenatorWicker,SenatorWicker,264219447,66070,,,,,
senator,"McCaskill, Claire",D,Missouri,@clairecmc,clairecmc,16160352,444190,,,,,
senator,"Blunt, Roy",R,Missouri,@RoyBlunt,RoyBlunt,21269970,88234,,,,,
senator,"Daines, Steve",R,Montana,@SteveDaines,SteveDaines,11651202,34558,,,,,
senator,"Tester, Jon",D,Montana,@SenatorTester,SenatorTester,515822213,89396,,,,,
senator,"Fischer, Deb",R,Nebraska,@SenatorFischer,SenatorFischer,1071402577,64261,,,,,
senator,"Sasse, Ben",R,Nebraska,@BenSasse,BenSasse,1480852568,258070,,,,,
senator,"Cortez Masto, Catherine",D,Nevada,@SenCortezMasto,SenCortezMasto,8.11314E+17,29602,,,,,
senator,"Heller, Dean",R,Nevada,@SenDeanHeller,SenDeanHeller,266133081,99806,,,,,
senator,"Shaheen, Jeanne",D,New Hampshire,@SenatorShaheen,SenatorShaheen,109287731,93985,,,,,
senator,"Hassan, Maggie",D,New Hampshire,@SenatorHassan,SenatorHassan,946549322,137346,,,,,
senator,"Booker, Cory",D,New Jersey,@CoryBooker,CoryBooker,15808765,4010360,,,,,
senator,"Menendez, Bob",D,New Jersey,@SenatorMenendez,SenatorMenendez,18695134,148039,,,,,
senator,"Heinrich, Martin",D,New Mexico,@MartinHeinrich,MartinHeinrich,1099199839,179367,,,,,
senator,"Udall, Tom",D,New Mexico,@SenatorTomUdall,SenatorTomUdall,60828944,155922,,,,,
senator,"Schumer, Chuck",D,New York,@SenSchumer,SenSchumer,17494010,1482320,,,,,
senator,"Gillibrand, Kirsten",D,New York,@SenGillibrand,SenGillibrand,72198806,1259772,,,,,
senator,"Burr, Richard",R,North Carolina,@SenatorBurr,SenatorBurr,21157904,128878,,,,,
senator,"Tillis, Thom",R,North Carolina,@SenThomTillis,SenThomTillis,2964174789,58507,,,,,
senator,"Heitkamp, Heidi",D,North Dakota,@SenatorHeitkamp,SenatorHeitkamp,1061029050,82429,,,,,
senator,"Hoeven, John",R,North Dakota,@SenJohnHoeven,SenJohnHoeven,382791093,68603,,,,,
senator,"Brown, Sherrod",D,Ohio,@SenSherrodBrown,SenSherrodBrown,43910797,346873,,,,,
senator,"Portman, Rob",R,Ohio,@SenRobPortman,senrobportman,18915145,128704,,,,,
senator,"Inhofe, Jim",R,Oklahoma,@jiminhofe,JimInhofe,7270292,42516,,,,,
senator,"Lankford, James",R,Oklahoma,@SenatorLankford,SenatorLankford,225921757,66327,,,,,
senator,"Wyden, Ron",D,Oregon,@RonWyden,RonWyden,250188760,427925,,,,,
senator,"Merkley, Jeff",D,Oregon,@SenJeffMerkley,SenJeffMerkley,29201047,396958,,,,,
senator,"Casey, Bob",D,Pennsylvania,@SenBobCasey,SenBobCasey,171598736,410276,,,,,
senator,"Toomey, Pat",R,Pennsylvania,@SenToomey,SenToomey,221162525,119027,,,,,
senator,"Reed, Jack",D,Rhode Island,@SenJackReed,SenJackReed,486694111,79660,,,,,
senator,"Whitehouse, Sheldon",D,Rhode Island,@SenWhitehouse,SenWhitehouse,242555999,256884,,,,,
senator,"Graham, Lindsey",R,South Carolina,@GrahamBlog,GrahamBlog,14845376,112635,,,,,
senator,"Scott, Tim",R,South Carolina,@SenatorTimScott,SenatorTimScott,217543151,368190,,,,,
senator,"Rounds, Mike",R,South Dakota,@SenatorRounds,SenatorRounds,2955485182,18612,,,,,
senator,"Thune, John",R,South Dakota,@SenJohnThune,SenJohnThune,296361085,89744,,,,,
senator,"Alexander, Lamar",R,Tennessee,@SenAlexander,SenAlexander,76649729,85778,,,,,
senator,"Corker, Bob",R,Tennessee,@BobCorker,BobCorker,283130017,9549,,,,,
senator,"Cornyn, John",R,Texas,@JohnCornyn,JohnCornyn,13218102,137806,,,,,
senator,"Cruz, Ted",R,Texas,@SenTedCruz,SenTedCruz,1074480192,1110850,,,,,
senator,"Hatch, Orrin",R,Utah,@SenOrrinHatch,senorrinhatch,262756641,83175,,,,,
senator,"Lee, Mike",R,Utah,@SenMikeLee,SenMikeLee,88784440,444904,,,,,
senator,"Leahy, Patrick",D,Vermont,@SenatorLeahy,SenatorLeahy,242836537,149661,,,,,
senator,"Sanders, Bernie",D,Vermont,@SenatorSanders,senatorsanders,946946130,540,,,,,
senator,"Kaine, Tim",D,Virginia,@timkaine,timkaine,172858784,995077,,,,,
senator,"Warner, Mark",D,Virginia,@MarkWarner,MarkWarner,7429102,411356,,,,,
senator,"Murray, Patty",D,Washington,@PattyMurray,PattyMurray,293131808,410776,,,,,
senator,"Cantwell, Maria",D,Washington,@SenatorCantwell,SenatorCantwell,117501995,219037,,,,,
senator,"Capito, Shelley Moore",R,West Virginia,@SenCapito,SenCapito,193794406,57274,,,,,
senator,"Manchin, Joe",D,West Virginia,@Sen_JoeManchin,Sen_JoeManchin,234374703,152209,,,,,
senator,"Baldwin, Tammy",D,Wisconsin,@SenatorBaldwin,SenatorBaldwin,1074518754,97861,,,,,
senator,"Johnson, Ron",R,Wisconsin,@SenRonJohnson,SenRonJohnson,233737858,91395,,,,,
senator,"Enzi, Mike",R,Wyoming,@SenatorEnzi,SenatorEnzi,291756142,72521,,,,,
senator,"Barrasso, John",R,Wyoming,@SenJohnBarrasso,SenJohnBarrasso,202206694,93660,,,,,
